Comments,Lane number,Date,business,senior,family,young,PRM,regular,Experience,Time Start Baggage drop off,Number of boxes,Time End Baggage drop off,Time Start WTMD,Time Start WTMD 2,Time Start WTMD 3,Time Start WTMD check,Time End WTMD check,Time Start ETD check,Time End ETD check,Time Start Baggage reclaim,Time End Baggage reclaim,Group size,Time Start Baggage Check,Time End Baggage Check,source_sheet,Time Start Baggage drop off_sec,Time End Baggage drop off_sec,Time Start WTMD_sec,Time Start WTMD 2_sec,Time Start WTMD 3_sec,Time Start WTMD check_sec,Time End WTMD check_sec,Time Start ETD check_sec,Time End ETD check_sec,Time Start Baggage reclaim_sec,Time End Baggage reclaim_sec,Time Start Baggage Check_sec,Time End Baggage Check_sec,checkpoint_time,drop_time,wait_I,collect_time,patdown_time,etd_time,baggage_check_time,has_second_wtmd,has_third_wtmd,has_patdown,has_etd,has_baggage_check,passenger_type
"mother. 060137 an extra wtmd check, finishes at 060149. 060210, bag opened for item, finishes at 060313.",3,2/23/2018 0:00,0,0,1,0,0,0,1,55904,1,55950,60019,,,,,60115,60150,60154,60325,3,,,2018_02_23,21544,21590,21619,,,,,21675,21710,21714,21805,,,261,46,29,91,,35,,0,0,0,1,0,family
teenage kid,3,2/23/2018 0:00,0,0,1,1,0,0,1,55904,2,55947,55949,,,,,,,60017,60046,3,,,2018_02_23,21544,21587,21589,,,,,,,21617,21646,,,102,43,2,29,,,,0,0,0,0,0,family
Mother + Child. Shoes,3,2/23/2018 0:00,0,0,1,0,0,0,0,55916,2,60056,60105,60106,,60107,60124,,,60204,60318,3,,,2018_02_23,21556,21656,21665,21666,,21667,21684,,,21724,21798,,,242,100,9,74,17,,,1,0,1,0,0,family
Father + family. Father goes back. Shoes,3,2/23/2018 0:00,0,0,1,0,0,0,0,55948,2,60048,60054,60055,,60101,60128,,,60212,60323,3,,,2018_02_23,21588,21648,21654,21655,,21661,21688,,,21732,21803,,,215,60,6,71,27,,,1,0,1,0,0,family
,3,2/23/2018 0:00,0,0,1,0,0,0,0,60025,1,60150,60200,,,,,,,60311,60338,4,,,2018_02_23,21625,21710,21720,,,,,,,21791,21818,,,193,85,10,27,,,,0,0,0,0,0,family
mother with 2 kids.,3,2/23/2018 0:00,0,0,1,1,0,0,1,60030,3,60231,60255,,,,,,,60312,60437,4,,,2018_02_23,21630,21751,21775,,,,,,,21792,21877,,,247,121,24,85,,,,0,0,0,0,0,family
,3,2/23/2018 0:00,1,0,0,1,0,1,1,60052,2,60257,60314,,,,,,,60328,60417,1,,,2018_02_23,21652,21777,21794,,,,,,,21808,21857,,,205,125,17,49,,,,0,0,0,0,0,business
,3,2/23/2018 0:00,0,1,0,0,0,0,0,60053,1,60312,60338,,,,,,,60425,60455,2,,,2018_02_23,21653,21792,21818,,,,,,,21865,21895,,,242,139,26,30,,,,0,0,0,0,0,senior
,3,2/23/2018 0:00,0,1,0,0,0,0,0,60055,2,60322,60330,,,,,,,60356,60451,2,,,2018_02_23,21655,21802,21810,,,,,,,21836,21891,,,236,147,8,55,,,,0,0,0,0,0,senior
Takes x-ray boxes with them; reclaim time iffy,3,2/23/2018 0:00,1,0,0,0,0,1,1,60253,2,60357,60400,,,,,,,60441,60445,1,,,2018_02_23,21773,21837,21840,,,,,,,21881,21885,,,112,64,3,4,,,,0,0,0,0,0,business
"mum, bag check, new box",3,2/23/2018 0:00,0,0,1,0,0,0,0,60316,1,60417,60427,,,,,60455,60502,60522,60658,3,60530,60645,2018_02_23,21796,21857,21867,,,,,21895,21902,21922,22018,21930,22005,222,61,10,96,,7,75,0,0,0,1,1,family
dad,3,2/23/2018 0:00,0,0,1,0,0,0,1,60318,0,60431,60459,,,,,,,60518,60552,3,,,2018_02_23,21798,21871,21899,,,,,,,21918,21952,,,154,73,28,34,,,,0,0,0,0,0,family
"kid, teenager",3,2/23/2018 0:00,0,0,1,0,0,0,0,60322,1,60355,60455,,,60000,,,,60508,60542,3,,,2018_02_23,21802,21835,21895,,,21600,,,,21908,21942,,,140,33,60,34,,,,0,0,1,0,0,family
Takes x-ray boxes with them; reclaim time iffy,3,2/23/2018 0:00,1,0,0,1,0,0,1,60350,3,60514,60518,,,,,,,60533,60615,1,,,2018_02_23,21830,21914,21918,,,,,,,21933,21975,,,145,84,4,42,,,,0,0,0,0,0,business
,3,2/23/2018 0:00,0,0,0,1,0,0,1,60415,3,60533,60537,,,,,,,60607,60652,1,,,2018_02_23,21855,21933,21937,,,,,,,21967,22012,,,157,78,4,45,,,,0,0,0,0,0,young
2nd wtmd (shoes) 060653,3,2/23/2018 0:00,0,0,0,0,0,0,0,60429,3,60612,60630,60653,,,,,,60658,60927,1,,,2018_02_23,21869,21972,21990,22013,,,,,,22018,22167,,,298,103,18,149,,,,1,0,0,0,0,unknown
granddad,3,2/23/2018 0:00,0,1,1,0,0,0,0,60552,1,60646,60701,,,,,,,60706,60823,3,,,2018_02_23,21952,22006,22021,,,,,,,22026,22103,,,151,54,15,77,,,,0,0,0,0,0,senior
"dad + kid, dad ETD",3,2/23/2018 0:00,0,0,1,0,0,0,0,60556,2,60713,60716,,,,,60723,60728,60754,60823,3,,,2018_02_23,21956,22033,22036,,,,,22043,22048,22074,22103,,,147,77,3,29,,5,,0,0,0,1,0,family
quick 5 second search of breast pocket at wtmd; Backpack out of trolly for second x-ray,3,2/23/2018 0:00,1,0,0,0,0,1,0,60618,2,60640,60722,,,60723,60728,,,60741,61126,1,60706,60825,2018_02_23,21978,22000,22042,,,22043,22048,,,22061,22286,22026,22105,308,22,42,225,5,,79,0,0,1,0,1,business
,3,2/23/2018 0:00,0,0,0,0,0,0,1,60638,2,60734,60742,,,,,,,60830,60940,1,,,2018_02_23,21998,22054,22062,,,,,,,22110,22180,,,182,56,8,70,,,,0,0,0,0,0,unknown
woman + elderly mother (rollator),3,2/23/2018 0:00,0,1,1,0,1,0,0,60658,3,60740,60831,,,,,,,60914,60944,2,,,2018_02_23,22018,22060,22111,,,,,,,22154,22184,,,166,42,51,30,,,,0,0,0,0,0,senior
,3,2/23/2018 0:00,0,0,0,0,0,1,1,60737,1,60800,60837,,,,,,,60901,60946,2,,,2018_02_23,22057,22080,22117,,,,,,,22141,22186,,,129,23,37,45,,,,0,0,0,0,0,regular
,3,2/23/2018 0:00,0,0,0,0,0,1,1,60738,1,60820,60842,,,,,,,60948,60958,2,,,2018_02_23,22058,22100,22122,,,,,,,22188,22198,,,140,42,22,10,,,,0,0,0,0,0,regular
Baggage check; x-ray again,3,2/23/2018 0:00,0,1,0,0,0,0,0,60748,2,60846,60927,,,,,,,61023,61245,2,61023,61136,2018_02_23,22068,22126,22167,,,,,,,22223,22365,22223,22296,297,58,41,142,,,73,0,0,0,0,1,senior
,3,2/23/2018 0:00,0,1,0,0,0,0,0,60808,1,60918,60922,,,,,,,61034,61110,2,,,2018_02_23,22088,22158,22162,,,,,,,22234,22270,,,182,70,4,36,,,,0,0,0,0,0,senior
,3,2/23/2018 0:00,0,0,0,1,0,0,1,60830,1,60925,60947,,,,,,,61128,61207,2,61024,61028,2018_02_23,22110,22165,22187,,,,,,,22288,22327,22224,22228,217,55,22,39,,,4,0,0,0,0,1,young
,3,2/23/2018 0:00,0,0,0,1,0,0,0,60836,1,60943,60948,,,,,,,61128,61207,2,,,2018_02_23,22116,22183,22188,,,,,,,22288,22327,,,211,67,5,39,,,,0,0,0,0,0,young
2x wtmd 061010. get's sent through to wtmd. Out of sight,3,2/23/2018 0:00,0,1,0,0,0,1,0,60855,1,60948,60957,61010,,,,,,61106,61147,1,,,2018_02_23,22135,22188,22197,22210,,,,,,22266,22307,,,172,53,9,41,,,,1,0,0,0,0,senior
Father + 2 children,3,2/23/2018 0:00,0,0,1,0,0,1,0,60859,2,60950,61027,,,,,61030,61035,61134,61340,5,,,2018_02_23,22139,22190,22227,,,,,22230,22235,22294,22420,,,281,51,37,126,,5,,0,0,0,1,0,family
Baggage reclaim outside queue,3,2/23/2018 0:00,1,1,0,0,0,0,1,60919,1,61129,61134,,,,,,,61151,61203,1,,,2018_02_23,22159,22289,22294,,,,,,,22311,22323,,,164,130,5,12,,,,0,0,0,0,0,business
Mother + 2 children,3,2/23/2018 0:00,0,0,1,0,0,1,0,60948,6,61158,61201,,,,,,,61217,61338,5,,,2018_02_23,22188,22318,22321,,,,,,,22337,22418,,,230,130,3,81,,,,0,0,0,0,0,family
,3,2/23/2018 0:00,0,0,1,1,0,0,0,61056,2,61241,61249,,,,,,,61315,61551,3,,,2018_02_23,22256,22361,22369,,,,,,,22395,22551,,,295,105,8,156,,,,0,0,0,0,0,family
,3,2/23/2018 0:00,0,0,1,1,0,0,0,61134,2,61252,61255,,,,,,,61323,61608,3,,,2018_02_23,22294,22372,22375,,,,,,,22403,22568,,,274,78,3,165,,,,0,0,0,0,0,family
Jacket  through x-ray pocket check; agian x-ray,3,2/23/2018 0:00,0,1,1,0,0,0,1,61157,3,61320,61358,,,,,,,61415,61606,3,61415,61435,2018_02_23,22317,22400,22438,,,,,,,22455,22566,22455,22475,249,83,38,111,,,20,0,0,0,0,1,senior
Pochet check at wtmd,3,2/23/2018 0:00,1,1,0,0,0,0,1,61223,3,61350,61401,,,,,,,61440,61518,1,,,2018_02_23,22343,22430,22441,,,,,,,22480,22518,,,175,87,11,38,,,,0,0,0,0,0,business
Father+child (etd of child),3,2/23/2018 0:00,0,0,1,0,0,1,1,61240,3,61430,61438,,,,,61450,61457,61508,61610,3,,,2018_02_23,22360,22470,22478,,,,,22490,22497,22508,22570,,,210,110,8,62,,7,,0,0,0,1,0,family
Mother+child; 2x time wtmd  (shoes) 061446,3,2/23/2018 0:00,0,0,1,0,0,1,0,61300,2,61413,61421,61446,,,,,,61516,61550,3,,,2018_02_23,22380,22453,22461,22486,,,,,,22516,22550,,,170,73,8,34,,,,1,0,0,0,0,family
She came back for him in baggage reclaim,3,2/23/2018 0:00,0,0,0,1,0,0,1,61413,1,61438,61532,,,,,,,61611,61624,2,,,2018_02_23,22453,22478,22532,,,,,,,22571,22584,,,131,25,54,13,,,,0,0,0,0,0,young
"Bag check, new xray",3,2/23/2018 0:00,0,0,0,1,0,0,0,61417,1,61450,61535,,,,,,,61611,61952,2,61632,61935,2018_02_23,22457,22490,22535,,,,,,,22571,22792,22592,22775,335,33,45,221,,,183,0,0,0,0,1,young
,3,2/23/2018 0:00,0,0,0,0,0,1,1,61425,2,61530,61540,,,,,,,61631,61649,1,,,2018_02_23,22465,22530,22540,,,,,,,22591,22609,,,144,65,10,18,,,,0,0,0,0,0,regular
Father + 2 children. Takes x-ray boxes with them,3,2/23/2018 0:00,0,0,1,0,0,1,1,61427,1,61536,61547,,,,,,,61638,61644,4,,,2018_02_23,22467,22536,22547,,,,,,,22598,22604,,,137,69,11,6,,,,0,0,0,0,0,family
Mother + 2 children. Takes x-ray boxes with them,3,2/23/2018 0:00,0,0,1,0,0,1,1,61434,3,61621,61626,,,,,,,61646,61703,4,,,2018_02_23,22474,22581,22586,,,,,,,22606,22623,,,149,107,5,17,,,,0,0,0,0,0,family
,3,2/23/2018 0:00,0,0,0,0,0,1,1,61535,1,61620,61652,,,,,61702,61707,61727,61815,4,,,2018_02_23,22535,22580,22612,,,,,22622,22627,22647,22695,,,160,45,32,48,,5,,0,0,0,1,0,regular
,3,2/23/2018 0:00,0,0,0,0,0,1,0,61547,1,61645,61659,,,,,,,61716,61816,4,,,2018_02_23,22547,22605,22619,,,,,,,22636,22696,,,149,58,14,60,,,,0,0,0,0,0,regular
,3,2/23/2018 0:00,0,0,0,0,0,1,0,61604,1,61716,61720,,,,,,,61736,61914,4,,,2018_02_23,22564,22636,22640,,,,,,,22656,22754,,,190,72,4,98,,,,0,0,0,0,0,regular
"2x wtmd, shoes, etd on baggage",3,2/23/2018 0:00,0,0,0,0,0,1,0,61614,1,61716,61742,61743,,,,61847,61859,61822,61925,4,,,2018_02_23,22574,22636,22662,22663,,,,22727,22739,22702,22765,,,191,62,26,63,,12,,1,0,0,1,0,regular
Fam; daughtr,3,2/23/2018 0:00,0,0,1,1,0,0,1,61652,2,61742,61848,,,,,,,61910,62146,2,,,2018_02_23,22612,22662,22728,,,,,,,22750,22906,,,294,50,66,156,,,,0,0,0,0,0,family
Fam + daughters; + dog; mother needs to go back (vestje/watch) 061936,3,2/23/2018 0:00,0,0,1,0,0,1,0,61652,2,61801,61908,61936,,61940,61952,,,61956,62140,2,,,2018_02_23,22612,22681,22748,22776,,22780,22792,,,22796,22900,,,288,69,67,104,12,,,1,0,1,0,0,family
"mum + 2 little children, mum first through wtmd, has paddown",3,2/23/2018 0:00,0,0,1,0,0,0,0,61802,3,62046,62145,,,62202,62220,,,62243,62408,3,,,2018_02_23,22682,22846,22905,,,22922,22940,,,22963,23048,,,366,164,59,85,18,,,0,0,1,0,0,family
plus dog; 2x wtmd (watch) 62150,3,2/23/2018 0:00,0,1,0,0,0,0,0,61805,3,62045,62103,62150,,,,,,62156,62432,2,,,2018_02_23,22685,22845,22863,22910,,,,,,22916,23072,,,387,160,18,156,,,,1,0,0,0,0,senior
plus dog,3,2/23/2018 0:00,0,1,0,0,0,0,0,61805,2,62104,62152,,,,,,,62200,62347,2,,,2018_02_23,22685,22864,22912,,,,,,,22920,23027,,,342,179,48,107,,,,0,0,0,0,0,senior
,3,2/23/2018 0:00,1,0,0,0,0,1,1,62013,2,62239,62249,,,,,,,62307,62708,1,62339,62500,2018_02_23,22813,22959,22969,,,,,,,22987,23228,23019,23100,415,146,10,241,,,81,0,0,0,0,1,business
Takes x-ray boxes with them; reclaim time iffy,3,2/23/2018 0:00,0,1,0,0,0,0,1,62030,1,62252,62350,,,,,,,62400,62417,2,,,2018_02_23,22830,22972,23030,,,,,,,23040,23057,,,227,142,58,17,,,,0,0,0,0,0,senior
Takes x-ray boxes with them; reclaim time iffy,3,2/23/2018 0:00,0,0,0,0,0,1,1,62030,2,62304,62306,,,,,,,62400,62417,2,,,2018_02_23,22830,22984,22986,,,,,,,23040,23057,,,227,154,2,17,,,,0,0,0,0,0,regular
,3,2/23/2018 0:00,0,0,0,1,0,0,0,62148,2,62355,62449,,,,,,,62513,62707,1,,,2018_02_23,22908,23035,23089,,,,,,,23113,23227,,,319,127,54,114,,,,0,0,0,0,0,young
,3,2/23/2018 0:00,0,0,0,1,0,0,0,62221,3,62348,62445,,,,,,,62500,62542,1,,,2018_02_23,22941,23028,23085,,,,,,,23100,23142,,,201,87,57,42,,,,0,0,0,0,0,young
,3,2/23/2018 0:00,1,0,0,0,0,1,1,62232,2,62311,62412,,,,,,,62418,62515,1,,,2018_02_23,22952,22991,23052,,,,,,,23058,23115,,,163,39,61,57,,,,0,0,0,0,0,business
,3,2/23/2018 0:00,0,0,0,1,0,0,0,62345,2,62500,62504,,,,,,,62525,62625,1,,,2018_02_23,23025,23100,23104,,,,,,,23125,23185,,,160,75,4,60,,,,0,0,0,0,0,young
,3,2/23/2018 0:00,0,0,0,1,0,0,1,62347,3,62532,62551,,,,,62557,62602,62631,62715,1,,,2018_02_23,23027,23132,23151,,,,,23157,23162,23191,23235,,,208,105,19,44,,5,,0,0,0,1,0,young
,3,2/23/2018 0:00,0,0,0,1,0,0,1,62418,1,62538,62556,,,,,,,62657,62721,1,,,2018_02_23,23058,23138,23156,,,,,,,23217,23241,,,183,80,18,24,,,,0,0,0,0,0,young
Mother + young daughter; passport check,3,2/23/2018 0:00,0,0,1,0,0,0,1,62537,3,62642,62650,,,,,,,62714,62810,4,,,2018_02_23,23137,23202,23210,,,,,,,23234,23290,,,153,65,8,56,,,,0,0,0,0,0,family
,3,2/23/2018 0:00,0,0,0,0,0,1,1,62540,3,62749,62756,,,,,,,62805,62855,1,,,2018_02_23,23140,23269,23276,,,,,,,23285,23335,,,195,129,7,50,,,,0,0,0,0,0,regular
Mother + young daughter; 2x wtmd (shoes) 062754,3,2/23/2018 0:00,0,0,1,0,0,0,0,62600,3,62720,62732,62754,,,,,,62802,62926,4,,,2018_02_23,23160,23240,23252,23274,,,,,,23282,23366,,,206,80,12,84,,,,1,0,0,0,0,family
,3,2/23/2018 0:00,0,0,0,0,0,1,0,62714,1,62822,62841,,,,,,,62848,63026,2,,,2018_02_23,23234,23302,23321,,,,,,,23328,23426,,,192,68,19,98,,,,0,0,0,0,0,regular
,3,2/23/2018 0:00,0,0,0,0,0,1,1,62715,1,62803,62837,,,,,,,62848,63026,2,,,2018_02_23,23235,23283,23317,,,,,,,23328,23426,,,191,48,34,98,,,,0,0,0,0,0,regular
Mother + 2 children; 2x wtmd (Bracelet ) 062926,3,2/23/2018 0:00,0,0,1,0,0,0,0,62813,1,62852,62900,62926,,,,62936,62941,63000,63135,4,,,2018_02_23,23293,23332,23340,23366,,,,23376,23381,23400,23495,,,202,39,8,95,,5,,1,0,0,1,0,family
Father + 2 children,3,2/23/2018 0:00,0,0,1,0,0,0,0,62814,3,62950,62952,,,,,,,62956,63211,4,,,2018_02_23,23294,23390,23392,,,,,,,23396,23531,,,237,96,2,135,,,,0,0,0,0,0,family
Baggage check; 2x x-ray,3,2/23/2018 0:00,0,1,0,0,0,0,0,62830,2,63005,63015,,,,,,,63100,63322,1,63100,63146,2018_02_23,23310,23405,23415,,,,,,,23460,23602,23460,23506,292,95,10,142,,,46,0,0,0,0,1,senior
Father + 2 children,3,2/23/2018 0:00,0,0,1,0,0,0,0,62839,3,63103,63120,,,,,,,63200,63345,4,,,2018_02_23,23319,23463,23480,,,,,,,23520,23625,,,306,144,17,105,,,,0,0,0,0,0,family
Mother + 2 children; child gets checked agian 063118,3,2/23/2018 0:00,0,0,1,0,0,0,0,62916,3,63052,63055,63118,,,,,,63131,63300,4,,,2018_02_23,23356,23452,23455,23478,,,,,,23491,23580,,,224,96,3,89,,,,1,0,0,0,0,family
,3,2/23/2018 0:00,0,0,0,1,0,0,0,63036,2,63143,63157,,,,,63200,63205,63233,63320,2,,,2018_02_23,23436,23503,23517,,,,,23520,23525,23553,23600,,,164,67,14,47,,5,,0,0,0,1,0,young
,3,2/23/2018 0:00,0,0,0,1,0,0,0,63044,2,63139,63200,,,,,,,63239,63322,2,,,2018_02_23,23444,23499,23520,,,,,,,23559,23602,,,158,55,21,43,,,,0,0,0,0,0,young
2x wtmd; shoes 063257,3,2/23/2018 0:00,0,0,0,0,0,1,0,63118,2,63208,63233,63257,,,,,,63310,63421,1,,,2018_02_23,23478,23528,23553,23577,,,,,,23590,23661,,,183,50,25,71,,,,1,0,0,0,0,regular
dad + son (7 yo),3,2/23/2018 0:00,0,0,1,0,0,0,0,63208,2,63312,63323,,,,,,,63351,63424,2,,,2018_02_23,23528,23592,23603,,,,,,,23631,23664,,,136,64,11,33,,,,0,0,0,0,0,family
,3,2/23/2018 0:00,0,0,0,1,0,0,0,63254,3,63430,63434,,,,,,,63451,63548,1,,,2018_02_23,23574,23670,23674,,,,,,,23691,23748,,,174,96,4,57,,,,0,0,0,0,0,young
Father + child,3,2/23/2018 0:00,0,0,1,0,0,0,1,63541,2,63602,63613,,,,,63624,63629,63630,63720,2,,,2018_02_23,23741,23762,23773,,,,,23784,23789,23790,23840,,,99,21,11,50,,5,,0,0,0,1,0,family
Baggage reclaim outside queue,3,2/23/2018 0:00,0,0,0,0,0,1,1,63552,2,63646,63659,,,,,,,63705,63723,2,,,2018_02_23,23752,23806,23819,,,,,,,23825,23843,,,91,54,13,18,,,,0,0,0,0,0,regular
Baggage reclaim outside queue,3,2/23/2018 0:00,0,0,0,0,0,1,1,63555,1,63626,63633,,,,,,,63658,63723,2,,,2018_02_23,23755,23786,23793,,,,,,,23818,23843,,,88,31,7,25,,,,0,0,0,0,0,regular
Mother + child; 2x x-ray,3,2/23/2018 0:00,0,0,1,0,0,0,0,63637,4,63749,63800,,,,,,,63804,64127,2,63853,63950,2018_02_23,23797,23869,23880,,,,,,,23884,24087,23933,23990,290,72,11,203,,,57,0,0,0,0,1,family
,3,2/23/2018 0:00,1,0,0,0,0,1,1,64045,3,64123,64133,,,,,,,64149,64305,1,,,2018_02_23,24045,24083,24093,,,,,,,24109,24185,,,140,38,10,76,,,,0,0,0,0,0,business
#NAME?,3,2/23/2018 0:00,0,1,0,0,0,0,1,64208,1,64245,64250,,,,,,,64304,64353,1,,,2018_02_23,24128,24165,24170,,,,,,,24184,24233,,,105,37,5,49,,,,0,0,0,0,0,senior
,3,2/23/2018 0:00,0,0,0,0,0,1,0,64305,1,64351,64402,,,,,,,64416,64520,1,,,2018_02_23,24185,24231,24242,,,,,,,24256,24320,,,135,46,11,64,,,,0,0,0,0,0,regular
,3,2/23/2018 0:00,0,0,0,0,1,0,1,64604,1,64628,64634,,,,,,,64650,64717,1,,,2018_02_23,24364,24388,24394,,,,,,,24410,24437,,,73,24,6,27,,,,0,0,0,0,0,PRM
,3,2/23/2018 0:00,1,0,0,1,0,0,1,64717,3,64805,64810,,,,,,,64822,65155,2,,,2018_02_23,24437,24485,24490,,,,,,,24502,24715,,,278,48,5,213,,,,0,0,0,0,0,business
two boxes new xray,3,2/23/2018 0:00,1,0,0,0,0,1,0,64743,2,64910,64923,,,,,,,64957,65415,2,65011,65159,2018_02_23,24463,24550,24563,,,,,,,24597,24855,24611,24719,392,87,13,258,,,108,0,0,0,0,1,business
"Mother + child. Jacket, 2x wtmd + x-ray jacket 065202",3,2/23/2018 0:00,0,0,1,1,0,0,0,65031,3,65123,65131,65202,,,,,,65208,65438,2,,,2018_02_23,24631,24683,24691,24722,,,,,,24728,24878,,,247,52,8,150,,,,1,0,0,0,0,family
Mother + child,3,2/23/2018 0:00,0,0,1,0,0,0,0,65130,3,65225,65302,,,,,,,65323,65452,2,,,2018_02_23,24690,24745,24782,,,,,,,24803,24892,,,202,55,37,89,,,,0,0,0,0,0,family
,3,2/23/2018 0:00,1,1,0,0,0,0,1,65350,2,65441,65447,,,,,,,65459,65806,2,65544,,2018_02_23,24830,24881,24887,,,,,,,24899,25086,24944,,256,51,6,187,,,,0,0,0,0,1,business
,3,2/23/2018 0:00,1,1,0,0,0,0,1,65355,2,65507,65510,,,,,65519,65527,65551,65735,2,,,2018_02_23,24835,24907,24910,,,,,24919,24927,24951,25055,,,220,72,3,104,,8,,0,0,0,1,0,business
"2x wtmd, shoes, baggage reclaim outside queue",3,2/23/2018 0:00,0,0,0,0,0,1,0,65511,2,65615,65623,65624,,,,,,65708,65738,1,,,2018_02_23,24911,24975,24983,24984,,,,,,25028,25058,,,147,64,8,30,,,,1,0,0,0,0,regular
,3,2/23/2018 0:00,0,0,0,1,0,0,1,65558,2,65634,65709,,,,,,,65733,65758,1,,,2018_02_23,24958,24994,25029,,,,,,,25053,25078,,,120,36,35,25,,,,0,0,0,0,0,young
,3,2/23/2018 0:00,0,0,0,0,0,1,0,65632,2,65816,65828,,,,,,,65833,65952,1,,,2018_02_23,24992,25096,25108,,,,,,,25113,25192,,,200,104,12,79,,,,0,0,0,0,0,regular
,3,2/23/2018 0:00,0,0,0,0,0,0,1,65639,2,65742,65752,,,,,,,65855,70000,2,,,2018_02_23,24999,25062,25072,,,,,,,25135,25200,,,201,63,10,65,,,,0,0,0,0,0,unknown
,3,2/23/2018 0:00,0,0,0,0,0,0,1,65704,3,65823,65835,,,,,,,65905,70000,2,,,2018_02_23,25024,25103,25115,,,,,,,25145,25200,,,176,79,12,55,,,,0,0,0,0,0,unknown
2 wtmd + purse x-ray 065937,3,2/23/2018 0:00,1,0,0,0,0,1,0,65805,2,65905,65915,65937,,,,,,65950,70102,1,,,2018_02_23,25085,25145,25155,25177,,,,,,25190,25262,,,177,60,10,72,,,,1,0,0,0,0,business
,3,2/23/2018 0:00,0,0,0,0,0,1,1,65841,1,65923,65948,,,,,,,65952,70010,2,,,2018_02_23,25121,25163,25188,,,,,,,25192,25210,,,89,42,25,18,,,,0,0,0,0,0,regular
"2x wtmd, shoes",3,2/23/2018 0:00,0,0,0,0,0,1,0,65849,1,65949,65955,65956,,70102,70133,,,70142,70242,2,,,2018_02_23,25129,25189,25195,25196,,25262,25293,,,25302,25362,,,233,60,6,60,31,,,1,0,1,0,0,regular
"wtmd twice, shoes 070138",3,2/23/2018 0:00,0,0,0,0,0,0,0,65927,2,70016,70038,70138,,,,,,70149,70232,1,,,2018_02_23,25167,25216,25238,25298,,,,,,25309,25352,,,185,49,22,43,,,,1,0,0,0,0,unknown
"wtmd twice, shoes 070206",3,2/23/2018 0:00,0,0,0,0,0,0,0,65938,2,70121,70142,70206,,70211,70233,,,70236,70451,1,,,2018_02_23,25178,25281,25302,25326,,25331,25353,,,25356,25491,,,313,103,21,135,22,,,1,0,1,0,0,unknown
,3,2/23/2018 0:00,0,0,0,0,0,0,0,65951,3,70210,70237,,,,,70250,70300,70320,70513,1,,,2018_02_23,25191,25330,25357,,,,,25370,25380,25400,25513,,,322,139,27,113,,10,,0,0,0,1,0,unknown
,3,2/23/2018 0:00,1,0,0,0,0,1,1,70207,2,70304,70318,,,,,,,70325,70447,1,,,2018_02_23,25327,25384,25398,,,,,,,25405,25487,,,160,57,14,82,,,,0,0,0,0,0,business
,3,2/23/2018 0:00,0,0,0,0,0,1,1,70254,1,70306,70325,,,,,,,70356,70558,2,,,2018_02_23,25374,25386,25405,,,,,,,25436,25558,,,184,12,19,122,,,,0,0,0,0,0,regular
bad hearing,3,2/23/2018 0:00,0,0,0,0,0,1,0,70308,1,70449,70451,,,,,,,70508,70558,2,,,2018_02_23,25388,25489,25491,,,,,,,25508,25558,,,170,101,2,50,,,,0,0,0,0,0,regular
Mother + 2 children,3,2/23/2018 0:00,0,0,1,0,0,0,1,70520,2,70548,70550,,,,,,,70610,70633,3,,,2018_02_23,25520,25548,25550,,,,,,,25570,25593,,,73,28,2,23,,,,0,0,0,0,0,family
Teenager 1,3,2/23/2018 0:00,0,0,1,1,0,0,1,70521,2,70606,70610,,,,,,,70628,70750,3,,,2018_02_23,25521,25566,25570,,,,,,,25588,25670,,,149,45,4,82,,,,0,0,0,0,0,family
Teenager 2,3,2/23/2018 0:00,0,0,1,1,0,0,0,70530,2,70655,70659,,,,,,,70714,70755,3,,,2018_02_23,25530,25615,25619,,,,,,,25634,25675,,,145,85,4,41,,,,0,0,0,0,0,family
etd on person and bag and in bag,3,2/23/2018 0:00,0,0,0,1,0,0,0,70645,3,70728,70731,,,,,70741,70817,70752,70856,1,,,2018_02_23,25605,25648,25651,,,,,25661,25697,25672,25736,,,131,43,3,64,,36,,0,0,0,1,0,young
,3,2/23/2018 0:00,0,1,0,0,0,0,0,70735,3,70839,70842,,,,,,,70906,71152,1,70906,70935,2018_02_23,25655,25719,25722,,,,,,,25746,25912,25746,25775,257,64,3,166,,,29,0,0,0,0,1,senior
mother + child + pram,3,2/23/2018 0:00,0,0,1,0,0,0,1,70805,4,70946,70953,,,,,,,71011,71144,2,,,2018_02_23,25685,25786,25793,,,,,,,25811,25904,,,219,101,7,93,,,,0,0,0,0,0,family
,3,2/23/2018 0:00,0,0,0,0,1,0,1,71031,2,71135,71142,,,,,,,71148,71343,2,,,2018_02_23,25831,25895,25902,,,,,,,25908,26023,,,192,64,7,115,,,,0,0,0,0,0,PRM
,3,2/23/2018 0:00,0,0,0,0,0,1,1,71033,2,71125,71128,,,,,,,71158,71343,2,,,2018_02_23,25833,25885,25888,,,,,,,25918,26023,,,190,52,3,105,,,,0,0,0,0,0,regular
"2x wtmd shoes, in x-ray 071339",3,2/23/2018 0:00,0,1,0,0,0,0,0,71114,2,71319,71322,71339,,,,,,71342,71500,1,,,2018_02_23,25874,25999,26002,26019,,,,,,26022,26100,,,226,125,3,78,,,,1,0,0,0,0,senior
